thk,kgm,h,b,profileCode,code
4,11.3823744,100,100,SHS,KS D 3568
4.5,12.7384776,100,100,SHS,KS D 3568
6,16.7178624,100,100,SHS,KS D 3568
9,24.2764704,100,100,SHS,KS D 3568
12,31.3015296,100,100,SHS,KS D 3568
3.2,11.55311002,125,125,SHS,KS D 3568
4.5,16.0731576,125,125,SHS,KS D 3568
5,17.78496,125,125,SHS,KS D 3568
6,21.1641024,125,125,SHS,KS D 3568
9,30.9458304,125,125,SHS,KS D 3568
12,40.1940096,125,125,SHS,KS D 3568
4.5,19.4078376,150,150,SHS,KS D 3568
5,21.49016,150,150,SHS,KS D 3568
6,25.6103424,150,150,SHS,KS D 3568
9,37.6151904,150,150,SHS,KS D 3568
4.5,22.7425176,175,175,SHS,KS D 3568
5,25.19536,175,175,SHS,KS D 3568
6,30.0565824,175,175,SHS,KS D 3568
4.5,26.0771976,200,200,SHS,KS D 3568
5,28.90056,200,200,SHS,KS D 3568
6,34.5028224,200,200,SHS,KS D 3568
9,50.9539104,200,200,SHS,KS D 3568
12,66.8714496,200,200,SHS,KS D 3568
5,36.31096,250,250,SHS,KS D 3568
6,43.3953024,250,250,SHS,KS D 3568
8,57.3861376,250,250,SHS,KS D 3568
9,64.2926304,250,250,SHS,KS D 3568
12,84.6564096,250,250,SHS,KS D 3568
4.5,39.4159176,300,300,SHS,KS D 3568
6,52.2877824,300,300,SHS,KS D 3568
9,77.6313504,300,300,SHS,KS D 3568
12,102.4413696,300,300,SHS,KS D 3568
9,90.9700704,350,350,SHS,KS D 3568
12,120.2263296,350,350,SHS,KS D 3568
9,104.3087904,400,400,SHS,KS D 3568
12,138.0112896,400,400,SHS,KS D 3568
14,160.1832064,400,400,SHS,KS D 3568
16,182.1179904,400,400,SHS,KS D 3568
19,214.5755424,400,400,SHS,KS D 3568
22,246.4995456,400,400,SHS,KS D 3568
9,117.6475104,450,450,SHS,KS D 3568
12,155.7962496,450,450,SHS,KS D 3568
16,205.8312704,450,450,SHS,KS D 3568
19,242.7350624,450,450,SHS,KS D 3568
22,279.1053056,450,450,SHS,KS D 3568
12,173.5812096,500,500,SHS,KS D 3568
16,229.5445504,500,500,SHS,KS D 3568
19,270.8945824,500,500,SHS,KS D 3568
22,311.7110656,500,500,SHS,KS D 3568
