thk,kgm,h,b,profileCode,code
6,19.3856064,150,80,RHS,JIS G3466
3.2,11.55311002,150,100,RHS,JIS G3466
4.5,16.0731576,150,100,RHS,JIS G3466
6,21.1641024,150,100,RHS,JIS G3466
9,30.9458304,150,100,RHS,JIS G3466
4.5,19.4078376,200,100,RHS,JIS G3466
6,25.6103424,200,100,RHS,JIS G3466
9,37.6151904,200,100,RHS,JIS G3466
4.5,22.7425176,200,150,RHS,JIS G3466
6,30.0565824,200,150,RHS,JIS G3466
9,44.2845504,200,150,RHS,JIS G3466
6,34.5028224,250,150,RHS,JIS G3466
9,50.9539104,250,150,RHS,JIS G3466
12,66.8714496,250,150,RHS,JIS G3466
6,43.3953024,300,200,RHS,JIS G3466
9,64.2926304,300,200,RHS,JIS G3466
12,84.6564096,300,200,RHS,JIS G3466
6,43.3953024,350,150,RHS,JIS G3466
9,64.2926304,350,150,RHS,JIS G3466
12,84.6564096,350,150,RHS,JIS G3466
6,52.2877824,400,200,RHS,JIS G3466
9,77.6313504,400,200,RHS,JIS G3466
12,102.4413696,400,200,RHS,JIS G3466
1.2,1.024413696,40,20,RHS,KS D 3568
1.4,1.186849664,40,20,RHS,KS D 3568
1.6,1.346914304,40,20,RHS,KS D 3568
2.3,1.888466336,40,20,RHS,KS D 3568
1.6,1.584047104,50,20,RHS,KS D 3568
2.3,2.229344736,50,20,RHS,KS D 3568
1.4,1.601832064,50,30,RHS,KS D 3568
1.6,1.821179904,50,30,RHS,KS D 3568
2.3,2.570223136,50,30,RHS,KS D 3568
3.2,3.490594816,50,30,RHS,KS D 3568
1.6,2.058312704,60,30,RHS,KS D 3568
2.3,2.911101536,60,30,RHS,KS D 3568
3.2,3.964860416,60,30,RHS,KS D 3568
1.6,2.295445504,60,40,RHS,KS D 3568
2.3,3.251979936,60,40,RHS,KS D 3568
3.2,4.439126016,60,40,RHS,KS D 3568
1.6,2.176879104,75,20,RHS,KS D 3568
2.3,3.081540736,75,20,RHS,KS D 3568
1.6,2.769711104,75,45,RHS,KS D 3568
2.3,3.933736736,75,45,RHS,KS D 3568
3.2,5.387657216,75,45,RHS,KS D 3568
4.5,7.4029896,75,45,RHS,KS D 3568
6,9.6038784,75,45,RHS,KS D 3568
1.4,2.535542464,75,50,RHS,KS D 3568
1.6,2.888277504,75,50,RHS,KS D 3568
2.3,4.104175936,75,50,RHS,KS D 3568
3.2,5.624790016,75,50,RHS,KS D 3568
2.3,4.615493536,95,45,RHS,KS D 3568
3.2,6.336188416,95,45,RHS,KS D 3568
1.4,3.054270464,100,50,RHS,KS D 3568
1.6,3.481109504,100,50,RHS,KS D 3568
2.3,4.956371936,100,50,RHS,KS D 3568
3.2,6.810454016,100,50,RHS,KS D 3568
4.5,9.4037976,100,50,RHS,KS D 3568
6,12.2716224,100,50,RHS,KS D 3568
9,17.6071104,100,50,RHS,KS D 3568
3.2,7.996118016,100,75,RHS,KS D 3568
4.5,11.0711376,100,75,RHS,KS D 3568
6,14.4947424,100,75,RHS,KS D 3568
2.3,6.660763936,125,75,RHS,KS D 3568
3.2,9.181782016,125,75,RHS,KS D 3568
4,11.3823744,125,75,RHS,KS D 3568
6,16.7178624,125,75,RHS,KS D 3568
3.2,10.36744602,150,75,RHS,KS D 3568
4.5,14.4058176,150,75,RHS,KS D 3568
6,18.9409824,150,75,RHS,KS D 3568
3.2,11.55311002,150,100,RHS,KS D 3568
4.5,16.0731576,150,100,RHS,KS D 3568
6,21.1641024,150,100,RHS,KS D 3568
9,30.9458304,150,100,RHS,KS D 3568
4.5,19.4078376,200,100,RHS,KS D 3568
6,25.6103424,200,100,RHS,KS D 3568
9,37.6151904,200,100,RHS,KS D 3568
12,49.0864896,200,100,RHS,KS D 3568
4.5,22.7425176,200,150,RHS,KS D 3568
6,30.0565824,200,150,RHS,KS D 3568
9,44.2845504,200,150,RHS,KS D 3568
6,34.5028224,250,150,RHS,KS D 3568
9,50.9539104,250,150,RHS,KS D 3568
12,66.8714496,250,150,RHS,KS D 3568
6,43.3953024,300,200,RHS,KS D 3568
9,64.2926304,300,200,RHS,KS D 3568
12,84.6564096,300,200,RHS,KS D 3568
6,52.2877824,400,200,RHS,KS D 3568
9,77.6313504,400,200,RHS,KS D 3568
12,102.4413696,400,200,RHS,KS D 3568
